Symbol;GeneID;chromosome;genomic_nucleotide_accession.version;start_position_on_the_genomic_accession;end_position_on_the_genomic_accession;orientation;exon_count
HHC2:066522;110120780;2;NC_000002.12;67053942;67055675;plus;0
HHC2:066588;111258505;2;NC_000002.12;66442440;66444317;plus;0
HHC2:066628;111258506;2;NC_000002.12;66507192;66510455;plus;0
HHC2:066644;111258514;2;NC_000002.12;67235441;67236882;plus;0
HHC2:066650;111258507;2;NC_000002.12;66547618;66549986;plus;0
HHC2:066659;111258508;2;NC_000002.12;66554608;66556426;plus;0
HHC2:066683;111258515;2;NC_000002.12;67266607;67268606;plus;0
HHC2:067347;111258511;2;NC_000002.12;66574775;66579843;plus;0
HHEX;3087;10;NC_000010.11;92689924;92695651;plus;4
HHIP;64399;4;NC_000004.12;144645996;144740705;plus;13
HHIP-AS1;646576;4;NC_000004.12;144642916;144646019;minus;2
HHIPL1;84439;14;NC_000014.9;99604476;99680569;plus;13
HHIPL2;79802;1;NC_000001.11;222501521;222548102;minus;23
HHLA1;10086;8;NC_000008.11;132061486;132105265;minus;16
HHLA2;11148;3;NC_000003.12;108296490;108378285;plus;13
HHLA3;11147;1;NC_000001.11;70353839;70368023;plus;5
HIBADH;11112;7;NC_000007.14;27525440;27663001;minus;9
HIBCH;26275;2;NC_000002.12;190204634;190320045;minus;15
HIC1;3090;17;NC_000017.11;2055099;2059687;plus;3
HIC2;23119;22;NC_000022.11;21417403;21451463;plus;5
HID1;283987;17;NC_000017.11;74950742;74972805;minus;19
HID1-AS1;102723641;17;NC_000017.11;74970689;74975728;plus;3
HIF1A;3091;14;NC_000014.9;61695401;61748259;plus;16
HIF1A-AS1;100750246;14;NC_000014.9;61681041;61695823;minus;2
HIF1A-AS2;100750247;14;NC_000014.9;61747039;61749089;minus;1
HIF1AN;55662;10;NC_000010.11;100535884;100553924;plus;8
HIF1AP1;100874523;14;NC_000014.9;75116426;75116608;minus;0
HIF3A;64344;19;NC_000019.10;46297046;46343433;plus;18
HIGD1A;25994;3;NC_000003.12;42782908;42804535;minus;4
HIGD1AP1;100129086;12;NC_000012.12;53141958;53143304;plus;0
HIGD1AP10;100287960;11;NC_000011.10;65144950;65145995;minus;0
HIGD1AP11;100874453;1;NC_000001.11;53073052;53073468;minus;0
HIGD1AP12;100130383;1;NC_000001.11;111380188;111380769;plus;0
HIGD1AP13;100874454;4;NC_000004.12;78648984;78649251;minus;0
HIGD1AP14;100874455;4;NC_000004.12;109673779;109674321;plus;0
HIGD1AP15;100289605;20;NC_000020.11;10334353;10335218;plus;0
HIGD1AP16;100874476;20;NC_000020.11;35878370;35878930;plus;0
HIGD1AP17;100874477;14;NC_000014.9;30964279;30964644;plus;0
HIGD1AP18;100874456;8;NC_000008.11;77013556;77014088;minus;0
HIGD1AP2;100874450;13;NC_000013.11;81272854;81273363;plus;0
HIGD1AP3;100859920;5;NC_000005.10;174632834;174633406;plus;0
HIGD1AP4;100874435;2;NC_000002.12;223398074;223398603;minus;0
HIGD1AP5;100289300;11;NC_000011.10;18106598;18107041;plus;0
HIGD1AP6;100874436;8;NC_000008.11;75302296;75302574;plus;0
HIGD1AP7;100874437;7;NC_000007.14;40115624;40116141;plus;0
HIGD1AP8;100874451;12;NC_000012.12;11481363;11481660;plus;0
HIGD1AP9;100874452;12;NC_000012.12;49619267;49619675;plus;0
HIGD1B;51751;17;NC_000017.11;44844281;44850480;plus;7
HIGD1C;613227;12;NC_000012.12;50936111;50972592;plus;8
HIGD2A;192286;5;NC_000005.10;176388526;176389771;plus;2
HIGD2B;123346;15;NC_000015.10;72675782;72686215;minus;4
HIKESHI;51501;11;NC_000011.10;86302211;86345943;plus;8
HILPDA;29923;7;NC_000007.14;128455830;128458418;plus;2
HILS1;373861;17;NC_000017.11;50171428;50172476;minus;2
HINFP;25988;11;NC_000011.10;119121523;119135055;plus;15
HINT1;3094;5;NC_000005.10;131159283;131165348;minus;5
HINT1P1;730647;7;NC_000007.14;143312530;143313123;minus;0
HINT1P2;100233146;7;NC_000007.14;95018000;95018438;minus;0
HINT2;84681;9;NC_000009.12;35812960;35815479;minus;6
HINT2P1;101929471;3;NC_000003.12;2360836;2362867;plus;0
HINT3;135114;6;NC_000006.12;125956715;125980244;plus;5
HIP1;3092;7;NC_000007.14;75533298;75738976;minus;35
HIP1R;9026;12;NC_000012.12;122834498;122862961;plus;34
HIPK1;204851;1;NC_000001.11;113929374;113977869;plus;22
HIPK1-AS1;101928846;1;NC_000001.11;113924001;113929525;minus;6
HIPK2;28996;7;NC_000007.14;139561570;139777894;minus;18
HIPK3;10114;11;NC_000011.10;33256672;33357023;plus;19
HIPK4;147746;19;NC_000019.10;40379271;40390865;minus;4
HIRA;7290;22;NC_000022.11;19330701;19431696;minus;25
HIRAP1;100422545;10;NC_000010.11;25691539;25692328;plus;0
HIRIP3;8479;16;NC_000016.10;29992321;29996096;minus;7
HIST1H1A;3024;6;NC_000006.12;26017032;26017812;minus;1
HIST1H1B;3009;6;NC_000006.12;27866792;27867581;minus;1
HIST1H1C;3006;6;NC_000006.12;26055740;26056471;minus;1
HIST1H1D;3007;6;NC_000006.12;26234212;26234988;minus;1
HIST1H1E;3008;6;NC_000006.12;26156331;26157115;plus;1
HIST1H1PS1;387325;6;NC_000006.12;26195566;26195771;plus;0
HIST1H1PS2;10338;6;NC_000006.12;26016107;26016841;plus;0
HIST1H1T;3010;6;NC_000006.12;26107412;26108136;minus;1
HIST1H2AA;221613;6;NC_000006.12;25726063;25726562;minus;1
HIST1H2AB;8335;6;NC_000006.12;26033092;26033568;minus;1
HIST1H2AC;8334;6;NC_000006.12;26124145;26124690;plus;1
HIST1H2AD;3013;6;NC_000006.12;26198784;26199293;minus;1
HIST1H2AE;3012;6;NC_000006.12;26216920;26217483;plus;1
HIST1H2AG;8969;6;NC_000006.12;27133038;27133535;plus;1
HIST1H2AH;85235;6;NC_000006.12;27147082;27147562;plus;1
HIST1H2AI;8329;6;NC_000006.12;27808199;27808667;plus;1
HIST1H2AJ;8331;6;NC_000006.12;27814302;27814740;minus;1
HIST1H2AK;8330;6;NC_000006.12;27837880;27838339;minus;1
HIST1H2AL;8332;6;NC_000006.12;27865329;27865798;plus;1
HIST1H2AM;8336;6;NC_000006.12;27892699;27893185;minus;1
HIST1H2APS1;387319;6;NC_000006.12;25732433;25732861;plus;1
HIST1H2APS2;85303;6;NC_000006.12;25881926;25882416;minus;0
HIST1H2APS3;387323;6;NC_000006.12;26233122;26233255;plus;0
HIST1H2APS4;8333;6;NC_000006.12;26272193;26272540;minus;0
HIST1H2APS5;10341;6;NC_000006.12;26043900;26044550;plus;0
HIST1H2APS6;100509927;13;NC_000013.11;36490050;36490441;minus;0
HIST1H2BA;255626;6;NC_000006.12;25726909;25727345;plus;1
HIST1H2BB;3018;6;NC_000006.12;26043227;26043657;minus;1
HIST1H2BC;8347;6;NC_000006.12;26123467;26123904;minus;1
HIST1H2BD;3017;6;NC_000006.12;26158008;26171349;plus;3
HIST1H2BE;8344;6;NC_000006.12;26183796;26184230;plus;1
HIST1H2BF;8343;6;NC_000006.12;26199559;26199988;plus;1
HIST1H2BG;8339;6;NC_000006.12;26216200;26216644;minus;1
HIST1H2BH;8345;6;NC_000006.12;26251651;26252075;plus;1
HIST1H2BI;8346;6;NC_000006.12;26272976;26273412;plus;1
HIST1H2BJ;8970;6;NC_000006.12;27132316;27132796;minus;1
HIST1H2BK;85236;6;NC_000006.12;27138293;27146858;minus;2
HIST1H2BL;8340;6;NC_000006.12;27807479;27807931;minus;1
HIST1H2BM;8342;6;NC_000006.12;27815044;27815489;plus;1
HIST1H2BN;8341;6;NC_000006.12;27838662;27839110;plus;1
HIST1H2BO;8348;6;NC_000006.12;27893425;27893891;plus;1
HIST1H2BPS1;100288742;6;NC_000006.12;25731728;25732166;minus;0
HIST1H2BPS2;10340;6;NC_000006.12;27864062;27864401;minus;0
HIST1H2BPS3;100820735;13;NC_000013.11;21483834;21484174;minus;0
HIST1H3A;8350;6;NC_000006.12;26020490;26020958;plus;1
HIST1H3B;8358;6;NC_000006.12;26031589;26032060;minus;1
HIST1H3C;8352;6;NC_000006.12;26045411;26045869;plus;1
HIST1H3D;8351;6;NC_000006.12;26196784;26199293;minus;2
HIST1H3E;8353;6;NC_000006.12;26225155;26225616;plus;1
HIST1H3F;8968;6;NC_000006.12;26250142;26250607;minus;1
HIST1H3G;8355;6;NC_000006.12;26270918;26271384;minus;1
HIST1H3H;8357;6;NC_000006.12;27810064;27810536;plus;1
HIST1H3I;8354;6;NC_000006.12;27871845;27872321;minus;1
HIST1H3J;8356;6;NC_000006.12;27890315;27890792;minus;1
HIST1H3PS1;100289545;6;NC_000006.12;26321876;26322292;minus;0
HIST1H4A;8359;6;NC_000006.12;26021679;26022050;plus;1
HIST1H4B;8366;6;NC_000006.12;26026896;26027252;minus;1
HIST1H4C;8364;6;NC_000006.12;26103948;26104337;plus;1
HIST1H4D;8360;6;NC_000006.12;26188710;26189076;minus;1
HIST1H4E;8367;6;NC_000006.12;26204645;26205021;plus;1
HIST1H4F;8361;6;NC_000006.12;26240426;26240793;plus;1
HIST1H4G;8369;6;NC_000006.12;26246611;26246977;minus;1
HIST1H4H;8365;6;NC_000006.12;26285126;26285499;minus;1
HIST1H4I;8294;6;NC_000006.12;27139309;27139678;plus;1
HIST1H4J;8363;6;NC_000006.12;27824125;27824480;plus;1
HIST1H4K;8362;6;NC_000006.12;27831174;27831527;minus;1
HIST1H4L;8368;6;NC_000006.12;27873148;27873511;minus;1
HIST1H4PS1;10337;6;NC_000006.12;27807167;27807337;plus;0
HIST2H2AA3;8337;1;NC_000001.11;149842218;149842751;minus;1
HIST2H2AA4;723790;1;NC_000001.11;149851061;149851594;plus;1
HIST2H2AB;317772;1;NC_000001.11;149887469;149887916;minus;1
HIST2H2AC;8338;1;NC_000001.11;149886975;149887411;plus;1
HIST2H2BA;337875;1;NC_000001.11;121108441;121117251;minus;2
HIST2H2BB;338391;1;NC_000001.11;143904223;143904603;minus;0
HIST2H2BC;337873;1;NC_000001.11;149850192;149850773;minus;1
HIST2H2BD;337874;1;NC_000001.11;149843039;149843510;plus;0
HIST2H2BE;8349;1;NC_000001.11;149884460;149886682;minus;1
HIST2H2BF;440689;1;NC_000001.11;149782689;149812373;minus;2
HIST2H3A;333932;1;NC_000001.11;149852619;149853125;plus;1
HIST2H3C;126961;1;NC_000001.11;149840687;149841193;minus;1
HIST2H3D;653604;1;NC_000001.11;149813225;149813681;minus;1
HIST2H3DP1;106479023;1;NC_000001.11;121118149;121118610;minus;0
HIST2H3PS2;440686;1;NC_000001.11;143902387;143905974;minus;2
HIST2H4A;8370;1;NC_000001.11;149832657;149833052;plus;1
HIST2H4B;554313;1;NC_000001.11;149860764;149861159;minus;1
HIST3H2A;92815;1;NC_000001.11;228457364;228457859;minus;1
HIST3H2BA;337872;1;NC_000001.11;228464170;228464575;minus;0
HIST3H2BB;128312;1;NC_000001.11;228458107;228458558;plus;1
HIST3H3;8290;1;NC_000001.11;228424845;228425325;minus;1
HIST4H4;121504;12;NC_000012.12;14770720;14771131;minus;1
HIVEP1;3096;6;NC_000006.12;12002096;12212034;plus;20
HIVEP2;3097;6;NC_000006.12;142751467;142945756;minus;15
HIVEP3;59269;1;NC_000001.11;41506365;42035925;minus;17
HJURP;55355;2;NC_000002.12;233836701;233854566;minus;9
HJV;148738;1;NC_000001.11;146017468;146021822;minus;4
HK1;3098;10;NC_000010.11;69269991;69401882;plus;29
HK2;3099;2;NC_000002.12;74832655;74893354;plus;18
HK2P1;642546;X;NC_000023.11;80569434;80575038;minus;0
HK3;3101;5;NC_000005.10;176880869;176899373;minus;22
HKDC1;80201;10;NC_000010.11;69220303;69267559;plus;20
HKR1;284459;19;NC_000019.10;37312837;37364455;plus;18
HLA-A;3105;6;NC_000006.12;29942470;29945884;plus;8
HLA-B;3106;6;NC_000006.12;31353866;31357245;minus;8
HLA-C;3107;6;NC_000006.12;31268749;31272136;minus;8
HLA-DMA;3108;6;NC_000006.12;32948614;32953122;minus;5
HLA-DMB;3109;6;NC_000006.12;32934629;32941070;minus;6
HLA-DOA;3111;6;NC_000006.12;33004182;33009612;minus;5
HLA-DOB;3112;6;NC_000006.12;32812763;32817048;minus;6
HLA-DPA1;3113;6;NC_000006.12;33064569;33080778;minus;6
HLA-DPA2;646702;6;NC_000006.12;33091482;33093314;minus;0
HLA-DPA3;267013;6;NC_000006.12;33131197;33131343;minus;0
HLA-DPB1;3115;6;NC_000006.12;33075926;33089696;plus;6
HLA-DPB2;3116;6;NC_000006.12;33112516;33129113;plus;5
HLA-DQA1;3117;6;NC_000006.12;32637406;32654846;plus;6
HLA-DQA2;3118;6;NC_000006.12;32741386;32746887;plus;5
HLA-DQB1;3119;6;NC_000006.12;32659464;32666689;minus;6
HLA-DQB1-AS1;106480429;6;NC_000006.12;32659880;32660729;plus;2
HLA-DQB2;3120;6;NC_000006.12;32756094;32763553;minus;6
HLA-DRA;3122;6;NC_000006.12;32439842;32445046;plus;5
HLA-DRB1;3123;6;NC_000006.12;32578769;32589836;minus;6
HLA-DRB5;3127;6;NC_000006.12;32517343;32530316;minus;6
HLA-DRB6;3128;6;NC_000006.12;32552713;32560002;minus;6
HLA-DRB9;3132;6;NC_000006.12;32459820;32460089;minus;0
HLA-E;3133;6;NC_000006.12;30489406;30494205;plus;6
HLA-F;3134;6;NC_000006.12;29723340;29740355;plus;12
HLA-F-AS1;285830;6;NC_000006.12;29726601;29749049;minus;6
HLA-G;3135;6;NC_000006.12;29826967;29831130;plus;9
HLA-H;3136;6;NC_000006.12;29887573;29891079;plus;8
HLA-J;3137;6;NC_000006.12;30005971;30009956;plus;7
HLA-K;3138;6;NC_000006.12;29926659;29929839;plus;0
HLA-L;3139;6;NC_000006.12;30259562;30266951;plus;7
HLA-N;267014;6;NC_000006.12;30351074;30352038;plus;0
HLA-P;352963;6;NC_000006.12;29800044;29803079;plus;0
HLA-S;267015;6;NC_000006.12;31381569;31382487;minus;0
HLA-T;352964;6;NC_000006.12;29896443;29898947;plus;0
HLA-U;352965;6;NC_000006.12;29933764;29934880;plus;0
HLA-V;352962;6;NC_000006.12;29791906;29797807;plus;3
HLA-W;352966;6;NC_000006.12;29955834;29959058;plus;0
HLA-X;267016;6;NC_000006.12;31461846;31462490;minus;0
HLA-Z;267017;6;NC_000006.12;32896402;32896489;plus;0
HLCS;3141;21;NC_000021.9;36748625;36990394;minus;21
HLF;3131;17;NC_000017.11;55264960;55325176;plus;7
HLFP1;100873813;6;NC_000006.12;132674885;132675383;plus;0
HLTF;6596;3;NC_000003.12;149030064;149086554;minus;26
HLTF-AS1;100873945;3;NC_000003.12;149086332;149102823;plus;3
HLX;3142;1;NC_000001.11;220879401;220885059;plus;4
HLX-AS1;100873924;1;NC_000001.11;220832763;220880140;minus;3
HM13;81502;20;NC_000020.11;31514410;31569567;plus;13
HM13-AS1;100874042;20;NC_000020.11;31567587;31573263;minus;3
HMBOX1;79618;8;NC_000008.11;28890370;29064945;plus;22
HMBS;3145;11;NC_000011.10;119084864;119093549;plus;15
HMCES;56941;3;NC_000003.12;129278806;129305293;plus;8
HMCN1;83872;1;NC_000001.11;185734525;186190953;plus;107
HMCN2;256158;9;NC_000009.12;130265742;130434123;plus;102
HMG20A;10363;15;NC_000015.10;77420651;77519899;plus;13
HMG20B;10362;19;NC_000019.10;3572916;3579083;plus;10
HMGA1;3159;6;NC_000006.12;34236800;34246231;plus;7
HMGA1P1;203477;X;NC_000023.11;26747924;26749711;plus;0
HMGA1P2;171559;4;NC_000004.12;73098741;73100506;plus;0
HMGA1P3;144712;12;NC_000012.12;110428598;110430393;minus;0
HMGA1P4;100506080;9;NC_000009.12;128663134;128663578;minus;0
HMGA1P5;387063;10;NC_000010.11;75275136;75276536;minus;0
HMGA1P6;100130029;13;NC_000013.11;23134168;23135915;plus;0
HMGA1P7;387065;6;NC_000006.12;134113962;134117680;minus;2
HMGA1P8;100130009;2;NC_000002.12;74416811;74418691;minus;0
HMGA2;8091;12;NC_000012.12;65824460;65966291;plus;8
HMGB1;3146;13;NC_000013.11;30457916;30617597;minus;9
HMGB1P1;10357;20;NC_000020.11;57487941;57489130;minus;0
HMGB1P10;100130561;22;NC_000022.11;26560428;26561616;plus;0
HMGB1P11;100419996;1;NC_000001.11;171270963;171271588;minus;0
HMGB1P12;100129723;X;NC_000023.11;111434427;111435015;plus;0
HMGB1P13;100129706;6;NC_000006.12;132868230;132868859;minus;0
HMGB1P14;319130;14;NC_000014.9;58284709;58285833;plus;0
HMGB1P15;644129;X;NC_000023.11;50930915;50931693;minus;0
HMGB1P16;646577;X;NC_000023.11;36211004;36211932;plus;0
HMGB1P17;100419974;6;NC_000006.12;135636110;135636713;minus;0
HMGB1P18;646526;1;NC_000001.11;80283247;80284169;plus;0
HMGB1P19;100419979;8;NC_000008.11;123123110;123123684;plus;0
HMGB1P20;100128227;6;NC_000006.12;53234991;53236326;minus;0
HMGB1P21;100419947;5;NC_000005.10;78644242;78644845;minus;0
HMGB1P22;644659;5;NC_000005.10;125265263;125265802;plus;0
HMGB1P23;100873891;8;NC_000008.11;29218905;29219472;plus;0
HMGB1P24;100420063;17;NC_000017.11;37143461;37144379;minus;0
HMGB1P25;644651;2;NC_000002.12;9018063;9019004;minus;0
HMGB1P26;645201;1;NC_000001.11;229705011;229706022;minus;0
HMGB1P27;100527948;2;NC_000002.12;191174104;191175022;plus;0
HMGB1P28;100133310;4;NC_000004.12;41841623;41844052;minus;0
HMGB1P29;100873892;5;NC_000005.10;124220444;124221189;minus;0
HMGB1P3;10356;2;NC_000002.12;230514924;230516086;plus;0
HMGB1P30;100873893;3;NC_000003.12;148824782;148825387;minus;0
HMGB1P31;100873894;2;NC_000002.12;54051334;54051760;plus;0
HMGB1P32;100419995;X;NC_000023.11;98422135;98422742;plus;0
HMGB1P33;100873905;15;NC_000015.10;56323009;56323737;plus;0
HMGB1P34;100420100;14;NC_000014.9;67615484;67616094;plus;0
HMGB1P35;100419950;5;NC_000005.10;77146568;77147157;plus;0
HMGB1P36;100419968;3;NC_000003.12;70753854;70754573;plus;0
HMGB1P37;100132863;9;NC_000009.12;121519652;121520391;minus;0
HMGB1P38;100873895;3;NC_000003.12;79957366;79958246;minus;0
HMGB1P39;100419972;6;NC_000006.12;75319032;75319980;minus;0
HMGB1P4;10355;2;NC_000002.12;170600138;170602384;minus;0
HMGB1P40;100506595;11;NC_000011.10;20574132;20575359;plus;0
HMGB1P41;100873896;8;NC_000008.11;80812080;80812462;minus;0
HMGB1P42;100873906;11;NC_000011.10;120935830;120936772;minus;0
HMGB1P43;100420041;15;NC_000015.10;84940507;84941132;minus;0
HMGB1P44;100130279;4;NC_000004.12;77963940;77964530;plus;0
HMGB1P45;100129919;1;NC_000001.11;50398862;50399370;minus;0
HMGB1P46;100419978;8;NC_000008.11;107173199;107173809;minus;0
HMGB1P47;100873897;5;NC_000005.10;51409417;51410219;minus;0
HMGB1P48;100128639;1;NC_000001.11;45530822;45532621;plus;0
HMGB1P49;100420013;12;NC_000012.12;27702338;27702906;plus;0
HMGB1P5;10354;3;NC_000003.12;22381721;22382915;plus;0
HMGB1P50;109729125;10;NC_000010.11;49551308;49552652;plus;0
HMGB1P51;109729159;15;NC_000015.10;58672296;58672933;plus;0
HMGB1P6;645292;15;NC_000015.10;71163472;71165512;minus;0
HMGB1P7;100420044;10;NC_000010.11;31913149;31913754;plus;0
HMGB1P8;692147;15;NC_000015.10;89135081;89136674;minus;0
HMGB1P9;654503;2;NC_000002.12;218200276;218201845;plus;0
HMGB2;3148;4;NC_000004.12;173331376;173334444;minus;5
HMGB2P1;729119;19;NC_000019.10;1203127;1203965;plus;0
HMGB3;3149;X;NC_000023.11;150980508;150990775;plus;8
HMGB3P1;128872;20;NC_000020.11;34833575;34834462;minus;1
HMGB3P10;100129320;1;NC_000001.11;99698215;99699197;plus;0
HMGB3P11;644442;2;NC_000002.12;104771191;104772047;plus;0
HMGB3P12;100873898;3;NC_000003.12;26216219;26217073;plus;0
HMGB3P13;100289158;3;NC_000003.12;134437502;134438388;plus;0
HMGB3P14;100873899;3;NC_000003.12;134170390;134171099;plus;0
HMGB3P15;644429;4;NC_000004.12;94195919;94196544;minus;0
HMGB3P16;100873900;5;NC_000005.10;112452703;112452989;minus;0
HMGB3P17;100419948;5;NC_000005.10;123468598;123469216;minus;0
HMGB3P18;644502;6;NC_000006.12;121858137;121858784;minus;0
HMGB3P19;729635;6;NC_000006.12;153938261;153939125;minus;0
HMGB3P2;128879;20;NC_000020.11;36076000;36076754;minus;0
HMGB3P20;442661;7;NC_000007.14;26982604;26983459;minus;0
HMGB3P21;100873901;7;NC_000007.14;97135015;97135561;minus;0
HMGB3P22;729595;5;NC_000005.10;179694178;179694786;plus;0
HMGB3P23;100288563;9;NC_000009.12;31643345;31645184;minus;0
HMGB3P24;646993;9;NC_000009.12;36302682;36305020;minus;0
HMGB3P25;100873908;11;NC_000011.10;87480642;87481337;minus;0
HMGB3P26;100130405;14;NC_000014.9;103364215;103364844;minus;0
HMGB3P27;441795;17;NC_000017.11;42648154;42648738;plus;0
HMGB3P28;100131036;18;NC_000018.10;12450414;12451072;plus;0
HMGB3P29;100420015;19;NC_000019.10;17417031;17418288;minus;0
HMGB3P3;100419949;5;NC_000005.10;6289807;6290613;plus;0
HMGB3P30;203510;X;NC_000023.11;112689892;112690644;plus;0
HMGB3P31;392545;X;NC_000023.11;134961651;134962404;minus;0
HMGB3P32;100507549;16;NC_000016.10;57603098;57605538;plus;0
HMGB3P4;100873890;13;NC_000013.11;99372173;99372686;plus;0
HMGB3P5;645360;10;NC_000010.11;110450605;110451404;plus;0
HMGB3P6;729952;1;NC_000001.11;164356767;164357367;plus;0
HMGB3P7;100420033;13;NC_000013.11;101801780;101802609;plus;0
HMGB3P8;100506039;10;NC_000010.11;116439205;116440067;minus;0
HMGB3P9;100873879;1;NC_000001.11;92646848;92647730;minus;0
HMGB4;127540;1;NC_000001.11;33860475;33864791;plus;3
HMGCL;3155;1;NC_000001.11;23801877;23825459;minus;9
HMGCLL1;54511;6;NC_000006.12;55434373;55607573;minus;14
HMGCR;3156;5;NC_000005.10;75336334;75362101;plus;22
HMGCS1;3157;5;NC_000005.10;43287470;43313512;minus;12
HMGCS2;3158;1;NC_000001.11;119747996;119768932;minus;10
HMGN1;3150;21;NC_000021.9;39342315;39349121;minus;10
HMGN1P1;319131;14;NC_000014.9;55394315;55395327;minus;0
HMGN1P10;100874438;3;NC_000003.12;136609050;136609602;plus;0
HMGN1P11;644534;4;NC_000004.12;62510357;62511569;plus;0
HMGN1P12;106480725;5;NC_000005.10;71537652;71537846;minus;0
HMGN1P13;100874439;5;NC_000005.10;111572102;111572239;minus;0
HMGN1P14;100874440;5;NC_000005.10;111846050;111846566;minus;0
HMGN1P15;100874441;5;NC_000005.10;115289036;115289330;minus;0
HMGN1P16;100874442;5;NC_000005.10;148221360;148221642;minus;0
HMGN1P17;100874443;5;NC_000005.10;56381781;56382075;plus;0
HMGN1P18;100874444;7;NC_000007.14;121050789;121051403;plus;0
HMGN1P19;100874445;7;NC_000007.14;46634614;46634946;plus;0
HMGN1P2;54048;21;NC_000021.9;31706477;31707181;plus;0
HMGN1P20;100874459;10;NC_000010.11;19488967;19489600;plus;0
HMGN1P21;728325;11;NC_000011.10;3988354;3989603;minus;0
HMGN1P22;100874460;11;NC_000011.10;11181610;11182479;minus;0
HMGN1P23;100874461;12;NC_000012.12;14192015;14192288;plus;0
HMGN1P24;100874462;13;NC_000013.11;95809118;95809739;minus;0
HMGN1P25;100507124;14;NC_000014.9;100480881;100482078;plus;0
HMGN1P26;100128015;15;NC_000015.10;62361226;62362502;minus;0
HMGN1P27;100874463;15;NC_000015.10;77204907;77205615;plus;0
HMGN1P28;100874464;17;NC_000017.11;60851264;60851945;plus;0
HMGN1P29;100885865;17;NC_000017.11;43144845;43145323;plus;0
HMGN1P3;100036574;14;NC_000014.9;68886982;68888183;minus;0
HMGN1P30;100132992;18;NC_000018.10;58017657;58019061;minus;0
HMGN1P31;728111;18;NC_000018.10;60794607;60794903;minus;0
HMGN1P32;100874465;19;NC_000019.10;53767971;53768553;minus;0
HMGN1P33;100874446;X;NC_000023.11;9865093;9865543;minus;0
HMGN1P34;100874447;X;NC_000023.11;78519397;78519786;minus;0
HMGN1P35;100874448;X;NC_000023.11;69174010;69174916;plus;0
HMGN1P36;728851;2;NC_000002.12;97827152;97828350;plus;0
HMGN1P37;728776;X;NC_000023.11;154816299;154817521;minus;0
HMGN1P38;643790;15;NC_000015.10;92711694;92712907;plus;0
HMGN1P4;100036575;1;NC_000001.11;182941306;182942522;minus;0
HMGN1P5;100874429;1;NC_000001.11;158266753;158267320;minus;0
